num_iq_03m|consultas,num,iq_03m
avg_log_base_mop_of_bal_mop_amx|cuentas,avg,log_base_mop_of_bal_mop,amx
avg_log_base_mop_of_bal_mop_au_cl_acc|cuentas,avg,log_base_mop_of_bal_mop,au_cl_acc
avg_log_base_mop_of_bal_mop_au_op_acc|cuentas,avg,log_base_mop_of_bal_mop,au_op_acc
avg_log_base_mop_of_bal_mop_au|cuentas,avg,log_base_mop_of_bal_mop,au
avg_log_base_mop_of_bal_mop_m_cl_acc|cuentas,avg,log_base_mop_of_bal_mop,m_cl_acc
avg_log_base_mop_of_bal_mop_m_op_acc|cuentas,avg,log_base_mop_of_bal_mop,m_op_acc
avg_log_base_mop_of_bal_mop_m|cuentas,avg,log_base_mop_of_bal_mop,m
avg_log_base_mop_of_bal_mop_pl_cl_acc|cuentas,avg,log_base_mop_of_bal_mop,pl_cl_acc
avg_log_base_mop_of_bal_mop_pl_op_acc|cuentas,avg,log_base_mop_of_bal_mop,pl_op_acc
avg_log_base_mop_of_bal_mop_pl|cuentas,avg,log_base_mop_of_bal_mop,pl
avg_log_base_mop_of_bal_mop_r_cl_acc|cuentas,avg,log_base_mop_of_bal_mop,r_cl_acc
avg_log_base_mop_of_bal_mop_r_op_acc|cuentas,avg,log_base_mop_of_bal_mop,r_op_acc
avg_log_base_mop_of_bal_mop_r|cuentas,avg,log_base_mop_of_bal_mop,r
avg_log_base_mop_of_bal_mop_cl_acc|cuentas,avg,log_base_mop_of_bal_mop,cl_acc
avg_log_base_mop_of_bal_mop_op_acc|cuentas,avg,log_base_mop_of_bal_mop,op_acc
num_log_base_mop_of_bal_mop_bk_au_cl_acc|cuentas,num,log_base_mop_of_bal_mop,bk_au_cl_acc
num_log_base_mop_of_bal_mop_bk_au_op_acc|cuentas,num,log_base_mop_of_bal_mop,bk_au_op_acc
num_log_base_mop_of_bal_mop_bk_au|cuentas,num,log_base_mop_of_bal_mop,bk_au
num_log_base_mop_of_bal_mop_bk_m_cl_acc|cuentas,num,log_base_mop_of_bal_mop,bk_m_cl_acc
num_log_base_mop_of_bal_mop_bk_m_op_acc|cuentas,num,log_base_mop_of_bal_mop,bk_m_op_acc
num_log_base_mop_of_bal_mop_bk_m|cuentas,num,log_base_mop_of_bal_mop,bk_m
num_log_base_mop_of_bal_mop_bk_pl_cl_acc|cuentas,num,log_base_mop_of_bal_mop,bk_pl_cl_acc
num_log_base_mop_of_bal_mop_bk_pl_op_acc|cuentas,num,log_base_mop_of_bal_mop,bk_pl_op_acc
num_log_base_mop_of_bal_mop_bk_pl|cuentas,num,log_base_mop_of_bal_mop,bk_pl
num_log_base_mop_of_bal_mop_bk_r_cl_acc|cuentas,num,log_base_mop_of_bal_mop,bk_r_cl_acc
num_log_base_mop_of_bal_mop_bk_r_op_acc|cuentas,num,log_base_mop_of_bal_mop,bk_r_op_acc
num_log_base_mop_of_bal_mop_bk_r|cuentas,num,log_base_mop_of_bal_mop,bk_r
num_log_base_mop_of_bal_mop_bk_cl_acc|cuentas,num,log_base_mop_of_bal_mop,bk_cl_acc
num_log_base_mop_of_bal_mop_bk_op_acc|cuentas,num,log_base_mop_of_bal_mop,bk_op_acc
num_log_base_mop_of_bal_mop_bk|cuentas,num,log_base_mop_of_bal_mop,bk
num_log_base_mop_of_bal_mop_nbk_au_cl_acc|cuentas,num,log_base_mop_of_bal_mop,nbk_au_cl_acc
num_log_base_mop_of_bal_mop_nbk_au_op_acc|cuentas,num,log_base_mop_of_bal_mop,nbk_au_op_acc
num_log_base_mop_of_bal_mop_nbk_au|cuentas,num,log_base_mop_of_bal_mop,nbk_au
num_log_base_mop_of_bal_mop_nbk_m_cl_acc|cuentas,num,log_base_mop_of_bal_mop,nbk_m_cl_acc
num_log_base_mop_of_bal_mop_nbk_m_op_acc|cuentas,num,log_base_mop_of_bal_mop,nbk_m_op_acc
num_log_base_mop_of_bal_mop_nbk_m|cuentas,num,log_base_mop_of_bal_mop,nbk_m
num_log_base_mop_of_bal_mop_nbk_pl_cl_acc|cuentas,num,log_base_mop_of_bal_mop,nbk_pl_cl_acc
num_log_base_mop_of_bal_mop_nbk_pl_op_acc|cuentas,num,log_base_mop_of_bal_mop,nbk_pl_op_acc
num_log_base_mop_of_bal_mop_nbk_pl|cuentas,num,log_base_mop_of_bal_mop,nbk_pl
num_log_base_mop_of_bal_mop_nbk_r_cl_acc|cuentas,num,log_base_mop_of_bal_mop,nbk_r_cl_acc
num_log_base_mop_of_bal_mop_nbk_r_op_acc|cuentas,num,log_base_mop_of_bal_mop,nbk_r_op_acc
num_log_base_mop_of_bal_mop_nbk_r|cuentas,num,log_base_mop_of_bal_mop,nbk_r
num_log_base_mop_of_bal_mop_nbk_cl_acc|cuentas,num,log_base_mop_of_bal_mop,nbk_cl_acc
num_log_base_mop_of_bal_mop_nbk_op_acc|cuentas,num,log_base_mop_of_bal_mop,nbk_op_acc
num_log_base_mop_of_bal_mop_nbk|cuentas,num,log_base_mop_of_bal_mop,nbk
num_log_base_mop_of_bal_mop_amx_cl_acc|cuentas,num,log_base_mop_of_bal_mop,amx_cl_acc
num_log_base_mop_of_bal_mop_amx_op_acc|cuentas,num,log_base_mop_of_bal_mop,amx_op_acc
num_log_base_mop_of_bal_mop_amx|cuentas,num,log_base_mop_of_bal_mop,amx
num_log_base_mop_of_bal_mop_au_cl_acc|cuentas,num,log_base_mop_of_bal_mop,au_cl_acc
num_log_base_mop_of_bal_mop_au_op_acc|cuentas,num,log_base_mop_of_bal_mop,au_op_acc
num_log_base_mop_of_bal_mop_au|cuentas,num,log_base_mop_of_bal_mop,au
num_log_base_mop_of_bal_mop_m_cl_acc|cuentas,num,log_base_mop_of_bal_mop,m_cl_acc
num_log_base_mop_of_bal_mop_m_op_acc|cuentas,num,log_base_mop_of_bal_mop,m_op_acc
num_log_base_mop_of_bal_mop_m|cuentas,num,log_base_mop_of_bal_mop,m
num_log_base_mop_of_bal_mop_pl_cl_acc|cuentas,num,log_base_mop_of_bal_mop,pl_cl_acc
num_log_base_mop_of_bal_mop_pl_op_acc|cuentas,num,log_base_mop_of_bal_mop,pl_op_acc
num_log_base_mop_of_bal_mop_pl|cuentas,num,log_base_mop_of_bal_mop,pl
num_log_base_mop_of_bal_mop_r_cl_acc|cuentas,num,log_base_mop_of_bal_mop,r_cl_acc
num_log_base_mop_of_bal_mop_r_op_acc|cuentas,num,log_base_mop_of_bal_mop,r_op_acc
num_log_base_mop_of_bal_mop_r|cuentas,num,log_base_mop_of_bal_mop,r
num_log_base_mop_of_bal_mop_cl_acc|cuentas,num,log_base_mop_of_bal_mop,cl_acc
num_log_base_mop_of_bal_mop_op_acc|cuentas,num,log_base_mop_of_bal_mop,op_acc
max_log_base_mop_of_bal_mop_bk_au_cl_acc|cuentas,max,log_base_mop_of_bal_mop,bk_au_cl_acc
max_log_base_mop_of_bal_mop_bk_au_op_acc|cuentas,max,log_base_mop_of_bal_mop,bk_au_op_acc
max_log_base_mop_of_bal_mop_bk_au|cuentas,max,log_base_mop_of_bal_mop,bk_au
max_log_base_mop_of_bal_mop_bk_m_cl_acc|cuentas,max,log_base_mop_of_bal_mop,bk_m_cl_acc
max_log_base_mop_of_bal_mop_bk_m_op_acc|cuentas,max,log_base_mop_of_bal_mop,bk_m_op_acc
max_log_base_mop_of_bal_mop_bk_m|cuentas,max,log_base_mop_of_bal_mop,bk_m
max_log_base_mop_of_bal_mop_bk_pl_cl_acc|cuentas,max,log_base_mop_of_bal_mop,bk_pl_cl_acc
max_log_base_mop_of_bal_mop_bk_pl_op_acc|cuentas,max,log_base_mop_of_bal_mop,bk_pl_op_acc
max_log_base_mop_of_bal_mop_bk_pl|cuentas,max,log_base_mop_of_bal_mop,bk_pl
max_log_base_mop_of_bal_mop_bk_r_cl_acc|cuentas,max,log_base_mop_of_bal_mop,bk_r_cl_acc
max_log_base_mop_of_bal_mop_bk_r_op_acc|cuentas,max,log_base_mop_of_bal_mop,bk_r_op_acc
max_log_base_mop_of_bal_mop_bk_r|cuentas,max,log_base_mop_of_bal_mop,bk_r
max_log_base_mop_of_bal_mop_bk_cl_acc|cuentas,max,log_base_mop_of_bal_mop,bk_cl_acc
max_log_base_mop_of_bal_mop_bk_op_acc|cuentas,max,log_base_mop_of_bal_mop,bk_op_acc
max_log_base_mop_of_bal_mop_bk|cuentas,max,log_base_mop_of_bal_mop,bk
max_log_base_mop_of_bal_mop_nbk_au_cl_acc|cuentas,max,log_base_mop_of_bal_mop,nbk_au_cl_acc
max_log_base_mop_of_bal_mop_nbk_au_op_acc|cuentas,max,log_base_mop_of_bal_mop,nbk_au_op_acc
max_log_base_mop_of_bal_mop_nbk_au|cuentas,max,log_base_mop_of_bal_mop,nbk_au
max_log_base_mop_of_bal_mop_nbk_m_cl_acc|cuentas,max,log_base_mop_of_bal_mop,nbk_m_cl_acc
max_log_base_mop_of_bal_mop_nbk_m_op_acc|cuentas,max,log_base_mop_of_bal_mop,nbk_m_op_acc
max_log_base_mop_of_bal_mop_nbk_m|cuentas,max,log_base_mop_of_bal_mop,nbk_m
max_log_base_mop_of_bal_mop_nbk_pl_cl_acc|cuentas,max,log_base_mop_of_bal_mop,nbk_pl_cl_acc
max_log_base_mop_of_bal_mop_nbk_pl_op_acc|cuentas,max,log_base_mop_of_bal_mop,nbk_pl_op_acc
max_log_base_mop_of_bal_mop_nbk_pl|cuentas,max,log_base_mop_of_bal_mop,nbk_pl
max_log_base_mop_of_bal_mop_nbk_r_cl_acc|cuentas,max,log_base_mop_of_bal_mop,nbk_r_cl_acc
max_log_base_mop_of_bal_mop_nbk_r_op_acc|cuentas,max,log_base_mop_of_bal_mop,nbk_r_op_acc
max_log_base_mop_of_bal_mop_nbk_r|cuentas,max,log_base_mop_of_bal_mop,nbk_r
max_log_base_mop_of_bal_mop_nbk_cl_acc|cuentas,max,log_base_mop_of_bal_mop,nbk_cl_acc
max_log_base_mop_of_bal_mop_nbk_op_acc|cuentas,max,log_base_mop_of_bal_mop,nbk_op_acc
max_log_base_mop_of_bal_mop_nbk|cuentas,max,log_base_mop_of_bal_mop,nbk
max_log_base_mop_of_bal_mop_amx_cl_acc|cuentas,max,log_base_mop_of_bal_mop,amx_cl_acc
max_log_base_mop_of_bal_mop_amx_op_acc|cuentas,max,log_base_mop_of_bal_mop,amx_op_acc
max_log_base_mop_of_bal_mop_amx|cuentas,max,log_base_mop_of_bal_mop,amx
max_log_base_mop_of_bal_mop_au_cl_acc|cuentas,max,log_base_mop_of_bal_mop,au_cl_acc
max_log_base_mop_of_bal_mop_au_op_acc|cuentas,max,log_base_mop_of_bal_mop,au_op_acc
max_log_base_mop_of_bal_mop_au|cuentas,max,log_base_mop_of_bal_mop,au
max_log_base_mop_of_bal_mop_m_cl_acc|cuentas,max,log_base_mop_of_bal_mop,m_cl_acc
max_log_base_mop_of_bal_mop_m_op_acc|cuentas,max,log_base_mop_of_bal_mop,m_op_acc
max_log_base_mop_of_bal_mop_m|cuentas,max,log_base_mop_of_bal_mop,m
max_log_base_mop_of_bal_mop_pl_cl_acc|cuentas,max,log_base_mop_of_bal_mop,pl_cl_acc
max_log_base_mop_of_bal_mop_pl_op_acc|cuentas,max,log_base_mop_of_bal_mop,pl_op_acc
max_log_base_mop_of_bal_mop_pl|cuentas,max,log_base_mop_of_bal_mop,pl
max_log_base_mop_of_bal_mop_r_cl_acc|cuentas,max,log_base_mop_of_bal_mop,r_cl_acc
max_log_base_mop_of_bal_mop_r_op_acc|cuentas,max,log_base_mop_of_bal_mop,r_op_acc
max_log_base_mop_of_bal_mop_r|cuentas,max,log_base_mop_of_bal_mop,r
max_log_base_mop_of_bal_mop_cl_acc|cuentas,max,log_base_mop_of_bal_mop,cl_acc
max_log_base_mop_of_bal_mop_op_acc|cuentas,max,log_base_mop_of_bal_mop,op_acc
min_log_base_mop_of_bal_mop_bk_au_cl_acc|cuentas,min,log_base_mop_of_bal_mop,bk_au_cl_acc
min_log_base_mop_of_bal_mop_bk_au_op_acc|cuentas,min,log_base_mop_of_bal_mop,bk_au_op_acc
min_log_base_mop_of_bal_mop_bk_au|cuentas,min,log_base_mop_of_bal_mop,bk_au
min_log_base_mop_of_bal_mop_bk_m_cl_acc|cuentas,min,log_base_mop_of_bal_mop,bk_m_cl_acc
min_log_base_mop_of_bal_mop_bk_m_op_acc|cuentas,min,log_base_mop_of_bal_mop,bk_m_op_acc
min_log_base_mop_of_bal_mop_bk_m|cuentas,min,log_base_mop_of_bal_mop,bk_m
min_log_base_mop_of_bal_mop_bk_pl_cl_acc|cuentas,min,log_base_mop_of_bal_mop,bk_pl_cl_acc
min_log_base_mop_of_bal_mop_bk_pl_op_acc|cuentas,min,log_base_mop_of_bal_mop,bk_pl_op_acc
min_log_base_mop_of_bal_mop_bk_pl|cuentas,min,log_base_mop_of_bal_mop,bk_pl
min_log_base_mop_of_bal_mop_bk_r_cl_acc|cuentas,min,log_base_mop_of_bal_mop,bk_r_cl_acc
min_log_base_mop_of_bal_mop_bk_r_op_acc|cuentas,min,log_base_mop_of_bal_mop,bk_r_op_acc
min_log_base_mop_of_bal_mop_bk_r|cuentas,min,log_base_mop_of_bal_mop,bk_r
min_log_base_mop_of_bal_mop_bk_cl_acc|cuentas,min,log_base_mop_of_bal_mop,bk_cl_acc
min_log_base_mop_of_bal_mop_bk_op_acc|cuentas,min,log_base_mop_of_bal_mop,bk_op_acc
min_log_base_mop_of_bal_mop_bk|cuentas,min,log_base_mop_of_bal_mop,bk
min_log_base_mop_of_bal_mop_nbk_au_cl_acc|cuentas,min,log_base_mop_of_bal_mop,nbk_au_cl_acc
min_log_base_mop_of_bal_mop_nbk_au_op_acc|cuentas,min,log_base_mop_of_bal_mop,nbk_au_op_acc
min_log_base_mop_of_bal_mop_nbk_au|cuentas,min,log_base_mop_of_bal_mop,nbk_au
min_log_base_mop_of_bal_mop_nbk_m_cl_acc|cuentas,min,log_base_mop_of_bal_mop,nbk_m_cl_acc
min_log_base_mop_of_bal_mop_nbk_m_op_acc|cuentas,min,log_base_mop_of_bal_mop,nbk_m_op_acc
min_log_base_mop_of_bal_mop_nbk_m|cuentas,min,log_base_mop_of_bal_mop,nbk_m
min_log_base_mop_of_bal_mop_nbk_pl_cl_acc|cuentas,min,log_base_mop_of_bal_mop,nbk_pl_cl_acc
min_log_base_mop_of_bal_mop_nbk_pl_op_acc|cuentas,min,log_base_mop_of_bal_mop,nbk_pl_op_acc
min_log_base_mop_of_bal_mop_nbk_pl|cuentas,min,log_base_mop_of_bal_mop,nbk_pl
min_log_base_mop_of_bal_mop_nbk_r_cl_acc|cuentas,min,log_base_mop_of_bal_mop,nbk_r_cl_acc
min_log_base_mop_of_bal_mop_nbk_r_op_acc|cuentas,min,log_base_mop_of_bal_mop,nbk_r_op_acc
min_log_base_mop_of_bal_mop_nbk_r|cuentas,min,log_base_mop_of_bal_mop,nbk_r
min_log_base_mop_of_bal_mop_nbk_cl_acc|cuentas,min,log_base_mop_of_bal_mop,nbk_cl_acc
min_log_base_mop_of_bal_mop_nbk_op_acc|cuentas,min,log_base_mop_of_bal_mop,nbk_op_acc
min_log_base_mop_of_bal_mop_nbk|cuentas,min,log_base_mop_of_bal_mop,nbk
min_log_base_mop_of_bal_mop_amx_cl_acc|cuentas,min,log_base_mop_of_bal_mop,amx_cl_acc
min_log_base_mop_of_bal_mop_amx_op_acc|cuentas,min,log_base_mop_of_bal_mop,amx_op_acc
min_log_base_mop_of_bal_mop_amx|cuentas,min,log_base_mop_of_bal_mop,amx
min_log_base_mop_of_bal_mop_au_cl_acc|cuentas,min,log_base_mop_of_bal_mop,au_cl_acc
min_log_base_mop_of_bal_mop_au_op_acc|cuentas,min,log_base_mop_of_bal_mop,au_op_acc
min_log_base_mop_of_bal_mop_au|cuentas,min,log_base_mop_of_bal_mop,au
min_log_base_mop_of_bal_mop_m_cl_acc|cuentas,min,log_base_mop_of_bal_mop,m_cl_acc
min_log_base_mop_of_bal_mop_m_op_acc|cuentas,min,log_base_mop_of_bal_mop,m_op_acc
min_log_base_mop_of_bal_mop_m|cuentas,min,log_base_mop_of_bal_mop,m
min_log_base_mop_of_bal_mop_pl_cl_acc|cuentas,min,log_base_mop_of_bal_mop,pl_cl_acc
min_log_base_mop_of_bal_mop_pl_op_acc|cuentas,min,log_base_mop_of_bal_mop,pl_op_acc
min_log_base_mop_of_bal_mop_pl|cuentas,min,log_base_mop_of_bal_mop,pl
min_log_base_mop_of_bal_mop_r_cl_acc|cuentas,min,log_base_mop_of_bal_mop,r_cl_acc
min_log_base_mop_of_bal_mop_r_op_acc|cuentas,min,log_base_mop_of_bal_mop,r_op_acc
min_log_base_mop_of_bal_mop_r|cuentas,min,log_base_mop_of_bal_mop,r
min_log_base_mop_of_bal_mop_cl_acc|cuentas,min,log_base_mop_of_bal_mop,cl_acc
min_log_base_mop_of_bal_mop_op_acc|cuentas,min,log_base_mop_of_bal_mop,op_acc
dif_log_base_mop_of_bal_mop_bk_au_cl_acc|cuentas,dif,log_base_mop_of_bal_mop,bk_au_cl_acc
dif_log_base_mop_of_bal_mop_bk_au_op_acc|cuentas,dif,log_base_mop_of_bal_mop,bk_au_op_acc
dif_log_base_mop_of_bal_mop_bk_au|cuentas,dif,log_base_mop_of_bal_mop,bk_au
dif_log_base_mop_of_bal_mop_bk_m_cl_acc|cuentas,dif,log_base_mop_of_bal_mop,bk_m_cl_acc
dif_log_base_mop_of_bal_mop_bk_m_op_acc|cuentas,dif,log_base_mop_of_bal_mop,bk_m_op_acc
dif_log_base_mop_of_bal_mop_bk_m|cuentas,dif,log_base_mop_of_bal_mop,bk_m
dif_log_base_mop_of_bal_mop_bk_pl_cl_acc|cuentas,dif,log_base_mop_of_bal_mop,bk_pl_cl_acc
dif_log_base_mop_of_bal_mop_bk_pl_op_acc|cuentas,dif,log_base_mop_of_bal_mop,bk_pl_op_acc
dif_log_base_mop_of_bal_mop_bk_pl|cuentas,dif,log_base_mop_of_bal_mop,bk_pl
dif_log_base_mop_of_bal_mop_bk_r_cl_acc|cuentas,dif,log_base_mop_of_bal_mop,bk_r_cl_acc
dif_log_base_mop_of_bal_mop_bk_r_op_acc|cuentas,dif,log_base_mop_of_bal_mop,bk_r_op_acc
dif_log_base_mop_of_bal_mop_bk_r|cuentas,dif,log_base_mop_of_bal_mop,bk_r
dif_log_base_mop_of_bal_mop_bk_cl_acc|cuentas,dif,log_base_mop_of_bal_mop,bk_cl_acc
dif_log_base_mop_of_bal_mop_bk_op_acc|cuentas,dif,log_base_mop_of_bal_mop,bk_op_acc
dif_log_base_mop_of_bal_mop_bk|cuentas,dif,log_base_mop_of_bal_mop,bk
dif_log_base_mop_of_bal_mop_nbk_au_cl_acc|cuentas,dif,log_base_mop_of_bal_mop,nbk_au_cl_acc
dif_log_base_mop_of_bal_mop_nbk_au_op_acc|cuentas,dif,log_base_mop_of_bal_mop,nbk_au_op_acc
dif_log_base_mop_of_bal_mop_nbk_au|cuentas,dif,log_base_mop_of_bal_mop,nbk_au
dif_log_base_mop_of_bal_mop_nbk_m_cl_acc|cuentas,dif,log_base_mop_of_bal_mop,nbk_m_cl_acc
dif_log_base_mop_of_bal_mop_nbk_m_op_acc|cuentas,dif,log_base_mop_of_bal_mop,nbk_m_op_acc
dif_log_base_mop_of_bal_mop_nbk_m|cuentas,dif,log_base_mop_of_bal_mop,nbk_m
dif_log_base_mop_of_bal_mop_nbk_pl_cl_acc|cuentas,dif,log_base_mop_of_bal_mop,nbk_pl_cl_acc
dif_log_base_mop_of_bal_mop_nbk_pl_op_acc|cuentas,dif,log_base_mop_of_bal_mop,nbk_pl_op_acc
dif_log_base_mop_of_bal_mop_nbk_pl|cuentas,dif,log_base_mop_of_bal_mop,nbk_pl
dif_log_base_mop_of_bal_mop_nbk_r_cl_acc|cuentas,dif,log_base_mop_of_bal_mop,nbk_r_cl_acc
dif_log_base_mop_of_bal_mop_nbk_r_op_acc|cuentas,dif,log_base_mop_of_bal_mop,nbk_r_op_acc
dif_log_base_mop_of_bal_mop_nbk_r|cuentas,dif,log_base_mop_of_bal_mop,nbk_r
dif_log_base_mop_of_bal_mop_nbk_cl_acc|cuentas,dif,log_base_mop_of_bal_mop,nbk_cl_acc
dif_log_base_mop_of_bal_mop_nbk_op_acc|cuentas,dif,log_base_mop_of_bal_mop,nbk_op_acc
dif_log_base_mop_of_bal_mop_nbk|cuentas,dif,log_base_mop_of_bal_mop,nbk
dif_log_base_mop_of_bal_mop_amx_cl_acc|cuentas,dif,log_base_mop_of_bal_mop,amx_cl_acc
dif_log_base_mop_of_bal_mop_amx_op_acc|cuentas,dif,log_base_mop_of_bal_mop,amx_op_acc
dif_log_base_mop_of_bal_mop_amx|cuentas,dif,log_base_mop_of_bal_mop,amx
dif_log_base_mop_of_bal_mop_au_cl_acc|cuentas,dif,log_base_mop_of_bal_mop,au_cl_acc
dif_log_base_mop_of_bal_mop_au_op_acc|cuentas,dif,log_base_mop_of_bal_mop,au_op_acc
dif_log_base_mop_of_bal_mop_au|cuentas,dif,log_base_mop_of_bal_mop,au
dif_log_base_mop_of_bal_mop_m_cl_acc|cuentas,dif,log_base_mop_of_bal_mop,m_cl_acc
dif_log_base_mop_of_bal_mop_m_op_acc|cuentas,dif,log_base_mop_of_bal_mop,m_op_acc
dif_log_base_mop_of_bal_mop_m|cuentas,dif,log_base_mop_of_bal_mop,m
dif_log_base_mop_of_bal_mop_pl_cl_acc|cuentas,dif,log_base_mop_of_bal_mop,pl_cl_acc
dif_log_base_mop_of_bal_mop_pl_op_acc|cuentas,dif,log_base_mop_of_bal_mop,pl_op_acc
dif_log_base_mop_of_bal_mop_pl|cuentas,dif,log_base_mop_of_bal_mop,pl
dif_log_base_mop_of_bal_mop_r_cl_acc|cuentas,dif,log_base_mop_of_bal_mop,r_cl_acc
dif_log_base_mop_of_bal_mop_r_op_acc|cuentas,dif,log_base_mop_of_bal_mop,r_op_acc
dif_log_base_mop_of_bal_mop_r|cuentas,dif,log_base_mop_of_bal_mop,r
dif_log_base_mop_of_bal_mop_cl_acc|cuentas,dif,log_base_mop_of_bal_mop,cl_acc
dif_log_base_mop_of_bal_mop_op_acc|cuentas,dif,log_base_mop_of_bal_mop,op_acc
sum_log_base_mop_of_bal_mop_bk_au_cl_acc|cuentas,sum,log_base_mop_of_bal_mop,bk_au_cl_acc
sum_log_base_mop_of_bal_mop_bk_au_op_acc|cuentas,sum,log_base_mop_of_bal_mop,bk_au_op_acc
sum_log_base_mop_of_bal_mop_bk_au|cuentas,sum,log_base_mop_of_bal_mop,bk_au
sum_log_base_mop_of_bal_mop_bk_m_cl_acc|cuentas,sum,log_base_mop_of_bal_mop,bk_m_cl_acc
sum_log_base_mop_of_bal_mop_bk_m_op_acc|cuentas,sum,log_base_mop_of_bal_mop,bk_m_op_acc
sum_log_base_mop_of_bal_mop_bk_m|cuentas,sum,log_base_mop_of_bal_mop,bk_m
sum_log_base_mop_of_bal_mop_bk_pl_cl_acc|cuentas,sum,log_base_mop_of_bal_mop,bk_pl_cl_acc
sum_log_base_mop_of_bal_mop_bk_pl_op_acc|cuentas,sum,log_base_mop_of_bal_mop,bk_pl_op_acc
sum_log_base_mop_of_bal_mop_bk_pl|cuentas,sum,log_base_mop_of_bal_mop,bk_pl
sum_log_base_mop_of_bal_mop_bk_r_cl_acc|cuentas,sum,log_base_mop_of_bal_mop,bk_r_cl_acc
sum_log_base_mop_of_bal_mop_bk_r_op_acc|cuentas,sum,log_base_mop_of_bal_mop,bk_r_op_acc
sum_log_base_mop_of_bal_mop_bk_r|cuentas,sum,log_base_mop_of_bal_mop,bk_r
sum_log_base_mop_of_bal_mop_bk_cl_acc|cuentas,sum,log_base_mop_of_bal_mop,bk_cl_acc
sum_log_base_mop_of_bal_mop_bk_op_acc|cuentas,sum,log_base_mop_of_bal_mop,bk_op_acc
sum_log_base_mop_of_bal_mop_bk|cuentas,sum,log_base_mop_of_bal_mop,bk
sum_log_base_mop_of_bal_mop_nbk_au_cl_acc|cuentas,sum,log_base_mop_of_bal_mop,nbk_au_cl_acc
sum_log_base_mop_of_bal_mop_nbk_au_op_acc|cuentas,sum,log_base_mop_of_bal_mop,nbk_au_op_acc
sum_log_base_mop_of_bal_mop_nbk_au|cuentas,sum,log_base_mop_of_bal_mop,nbk_au
sum_log_base_mop_of_bal_mop_nbk_m_cl_acc|cuentas,sum,log_base_mop_of_bal_mop,nbk_m_cl_acc
sum_log_base_mop_of_bal_mop_nbk_m_op_acc|cuentas,sum,log_base_mop_of_bal_mop,nbk_m_op_acc
sum_log_base_mop_of_bal_mop_nbk_m|cuentas,sum,log_base_mop_of_bal_mop,nbk_m
sum_log_base_mop_of_bal_mop_nbk_pl_cl_acc|cuentas,sum,log_base_mop_of_bal_mop,nbk_pl_cl_acc
sum_log_base_mop_of_bal_mop_nbk_pl_op_acc|cuentas,sum,log_base_mop_of_bal_mop,nbk_pl_op_acc
sum_log_base_mop_of_bal_mop_nbk_pl|cuentas,sum,log_base_mop_of_bal_mop,nbk_pl
sum_log_base_mop_of_bal_mop_nbk_r_cl_acc|cuentas,sum,log_base_mop_of_bal_mop,nbk_r_cl_acc
sum_log_base_mop_of_bal_mop_nbk_r_op_acc|cuentas,sum,log_base_mop_of_bal_mop,nbk_r_op_acc
sum_log_base_mop_of_bal_mop_nbk_r|cuentas,sum,log_base_mop_of_bal_mop,nbk_r
sum_log_base_mop_of_bal_mop_nbk_cl_acc|cuentas,sum,log_base_mop_of_bal_mop,nbk_cl_acc
sum_log_base_mop_of_bal_mop_nbk_op_acc|cuentas,sum,log_base_mop_of_bal_mop,nbk_op_acc
sum_log_base_mop_of_bal_mop_nbk|cuentas,sum,log_base_mop_of_bal_mop,nbk
sum_log_base_mop_of_bal_mop_amx_cl_acc|cuentas,sum,log_base_mop_of_bal_mop,amx_cl_acc
sum_log_base_mop_of_bal_mop_amx_op_acc|cuentas,sum,log_base_mop_of_bal_mop,amx_op_acc
sum_log_base_mop_of_bal_mop_amx|cuentas,sum,log_base_mop_of_bal_mop,amx
sum_log_base_mop_of_bal_mop_au_cl_acc|cuentas,sum,log_base_mop_of_bal_mop,au_cl_acc
sum_log_base_mop_of_bal_mop_au_op_acc|cuentas,sum,log_base_mop_of_bal_mop,au_op_acc
sum_log_base_mop_of_bal_mop_au|cuentas,sum,log_base_mop_of_bal_mop,au
sum_log_base_mop_of_bal_mop_m_cl_acc|cuentas,sum,log_base_mop_of_bal_mop,m_cl_acc
sum_log_base_mop_of_bal_mop_m_op_acc|cuentas,sum,log_base_mop_of_bal_mop,m_op_acc
sum_log_base_mop_of_bal_mop_m|cuentas,sum,log_base_mop_of_bal_mop,m
sum_log_base_mop_of_bal_mop_pl_cl_acc|cuentas,sum,log_base_mop_of_bal_mop,pl_cl_acc
sum_log_base_mop_of_bal_mop_pl_op_acc|cuentas,sum,log_base_mop_of_bal_mop,pl_op_acc
sum_log_base_mop_of_bal_mop_pl|cuentas,sum,log_base_mop_of_bal_mop,pl
sum_log_base_mop_of_bal_mop_r_cl_acc|cuentas,sum,log_base_mop_of_bal_mop,r_cl_acc
sum_log_base_mop_of_bal_mop_r_op_acc|cuentas,sum,log_base_mop_of_bal_mop,r_op_acc
sum_log_base_mop_of_bal_mop_r|cuentas,sum,log_base_mop_of_bal_mop,r
sum_log_base_mop_of_bal_mop_cl_acc|cuentas,sum,log_base_mop_of_bal_mop,cl_acc
sum_log_base_mop_of_bal_mop_op_acc|cuentas,sum,log_base_mop_of_bal_mop,op_acc
num_log_base_mop_of_bal_mop_tu_all|cuentas,num,log_base_mop_of_bal_mop,tu_all
num_log_base_mop_of_bal_mop_tu|cuentas,num,log_base_mop_of_bal_mop,tu
